MusteriKodu,MusteriBolge,OrtalamaHarcamaTutari,KuverSayisi,MusteriTabelaAdi,MusteriCesidi,lat,lng,MapProfileScore,MapPopulationScore,Mapin Segment, url
433403,KADIKÖY,0-499 TL,0-99,KORUÇAM RESTAURANT,Geleneksel Meyhane,"40,9932289","29,0253753","66,1783","64,9611",R3-C,https://maps.google.com/?cid=749700870246322589
1000021577,ATAŞEHİR,500-999 TL,0-99,ATA BALIK,Balık,"40,9927373","29,1193166","66,1488","63,7905",R3-C,https://maps.google.com/?cid=17317452828119031885
711298,KADIKÖY,500-999 TL,0-99,YORK 2,Modern Pub & Bistro,"40,98804930","29,02849070","66,1427","63,6963",D3-C,https://maps.app.goo.gl/YWVXc7z6Jh9V2Pm19
882113,KADIKÖY,500-999 TL,0-99,FATOŞUN MUTFAĞI,Geleneksel Meyhane,"40,9892186","29,0281051","66,0857","62,5408",R3-C,"https://www.google.com/maps/place/Fato%C5%9F'un+Meyhanesi/@40.9892186,29.0255302,17z/data=!3m1!4b1!4m6!3m5!1s0x14cab8660ec5b1b1:0xb20309338a20c2d7!8m2!3d40.9892186!4d29.0281051!16s%2Fg%2F11f4l2_1dn?entry=ttu"
938003,ATAŞEHİR,0-499 TL,0-99,AHESTE BALIK,Balık,"40,9891554","29,13534","66,0601","64,993",R3-C,https://maps.google.com/?cid=16032545031523538199
918034,KADIKÖY,0-499 TL,200-399,GROUNDY CLUB,Gece Kulübü,"40,9896703","29,0277383","66,0443","76,3591",D2-C,https://maps.google.com/?cid=8084267913866744539
964014,KADIKÖY,500-999 TL,200-399,KALE,Geleneksel Meyhane,"40,953538","29,0952559","66,0431","76,7876",R2-C,https://maps.google.com/?cid=14006910136151503023
931698,KADIKÖY,0-499 TL,0-99,ÇİVİ BAR,Modern Pub & Bistro,"40,987691","29,0269716","66,0142","64,4675",D3-C,https://maps.google.com/?cid=16526242831374021684
910709,KADIKÖY,500-999 TL,200-399,RED TRAİN,Modern Pub & Bistro,"40,9826511","29,0505817","65,9832","64,2915",D3-C,https://maps.google.com/?cid=7478454258672141055
434193,KADIKÖY,500-999 TL,100-199,HAMSİ PUB,Balık,"40,9895757","29,0246315","65,9611","90,6264",R1-C,https://maps.google.com/?cid=14649552772861713172
1000013282,ATAŞEHİR,0-499 TL,100-199,LİBERTA CAFE,Modern Pub & Bistro,"40,9751884","29,1540919","65,9366","63,5333",D3-C,https://maps.google.com/?cid=6136514227300048130
892304,KADIKÖY,500-999 TL,400+,BARABAR SOFRA,Yeni Nesil Meyhane,"40,95346585","29,09486074","65,9212","76,4022",R2-C,https://maps.app.goo.gl/umJpGGbRMY4YaamQ9
826279,KADIKÖY,0-499 TL,100-199,MERCAN RESTAURANT 2,Balık,"40,9905411","29,0251325","65,9055","63,9713",R3-C,https://maps.google.com/?cid=8609065138019329412
1000029698,KADIKÖY,500-999 TL,100-199,KABASAKAL ,Modern Pub & Bistro,"40,953292","29,0948727","65,862","64,4515",D3-C,https://maps.google.com/?cid=8855167717556692908
434262,KADIKÖY,500-999 TL,100-199,DİLO CAFE,Geleneksel Birahane,"40,9886259","29,023091","65,8189","64,4774",R3-C,https://maps.google.com/?cid=1393235231393144147
433319,KADIKÖY,0-499 TL,100-199,ODA CAFE BAR,Geleneksel Meyhane,"40,98951900","29,02791800","65,7784","64,6953",R3-C,https://maps.app.goo.gl/Jrrc3ZCgbbPAxjMq7
1000026924,KADIKÖY,500-999 TL,0-99,VARDA BALIK,Balık,"40,96698","29,0632719","65,7156","63,767",R3-C,https://maps.google.com/?cid=3419672835822443443
1000021316,KADIKÖY,0-499 TL,0-99,ENTROPİ SAHNE ,Modern Pub & Bistro,"40,9889882","29,0275975","65,7075","54,1166",D4-C,https://maps.google.com/?cid=2927747158482343837
826281,KADIKÖY,0-499 TL,100-199,MERCAN RESTAURANT 1,Balık,"40,99081","29,0245223","65,6561","92,2867",R1-C,https://maps.google.com/?cid=6206068968539751912
857903,KADIKÖY,0-499 TL,100-199,MERCAN KOKOREÇ,Balık,"40,99081","29,0245223","52,3206","67,6512",R3-D,https://maps.google.com/?cid=6206068968539751912
1000020015,KADIKÖY,500-999 TL,0-99,MODA KALDIRIM,Modern Pub & Bistro,"40,98977408","29,02784681","65,5882","72,324",D2-C,https://maps.app.goo.gl/E8vSjHy7VGqqzVqU6
1000028437,ATAŞEHİR,0-499 TL,100-199,CANCANA,Geleneksel Birahane,"40,998218","29,090939","65,5073","64,2682",R3-C,https://maps.google.com/?cid=14855360877994309656
848794,KADIKÖY,0-499 TL,0-99,PUBLIQUE 1,Kokteyl Bar,"40,98871","29,0239507","65,4743","63,4517",D3-C,https://maps.google.com/?cid=1849983350044549699
805209,KADIKÖY,0-499 TL,200-399,BENZİN SOCİAL,Kokteyl Bar,"40,99008200","29,02265500","65,4682","63,8036",D3-C,https://maps.app.goo.gl/49j75znGSsk1iFTo8
715150,ATAŞEHİR,500-999 TL,0-99,LUCKY LOUNGE,Modern Pub & Bistro,"40,99181103","29,11653657","65,4563","64,5371",D3-C,https://maps.app.goo.gl/EHpjVGJxwjph89jm6
710107,KADIKÖY,1.000 -1.999 TL,0-99,ART350,Modern Pub & Bistro,"40,96411450","29,07410720","65,4207","53,0355",D4-C,https://maps.app.goo.gl/7aJekL7DVyzuSUGE9
956368,ATAŞEHİR,0-499 TL,100-199,ZARGANA BALIK,Balık,"40,9925617","29,1226334","65,3862","63,8211",R3-C,https://maps.google.com/?cid=11289577426088924534
716828,KADIKÖY,500-999 TL,100-199,KİNG HOUSE,Modern Pub & Bistro,"40,98813070","29,02798190","65,3104","64,057",D3-C,https://maps.app.goo.gl/yisLFjLWku17NQp88
716386,KADIKÖY,500-999 TL,100-199,KÖŞE BAŞI RESTORAN ,Kebap,"40,99328940","29,02661630","65,2603","55,6171",R4-C,https://maps.app.goo.gl/QHQLFfWsdFaqcGUJ7
955758,KADIKÖY,500-999 TL,0-99,EGEO,Balık,"40,965005","29,066408","65,2568","74,8821",R2-C,https://maps.google.com/?cid=11836781291441417485
854070,KADIKÖY,0-499 TL,100-199,LİBERTA CAFE,Modern Pub & Bistro,"40,9879617","29,0238883","65,1957","64,9374",D3-C,https://maps.google.com/?cid=11297767992379395652
1000019776,KADIKÖY,500-999 TL,0-99,İŞTİRAKİ MEYHANESİ,Geleneksel Meyhane,"40,9894535","29,0282614","65,1619","63,214",R3-C,https://maps.google.com/?cid=2392112097530841483
433337,KADIKÖY,500-999 TL,0-99,LIMAN KAHVESI,Modern Pub & Bistro,"40,9860913","29,0264572","65,1188","64,5233",D3-C,https://maps.google.com/?cid=8768541982315518076
880965,KADIKÖY,0-499 TL,0-99,MOSQUITO,Modern Pub & Bistro,"40,987802","29,027034","65,07","53,2214",D4-C,https://maps.google.com/?cid=17729804923731654030
712378,KADIKÖY,500-999 TL,0-99,BADE RESTAURANT,Kebap,"40,99322810","29,02531570","65,0539","63,9166",R3-C,https://maps.app.goo.gl/TaCsL1FGcp9SmoUS6
969123,ÜMRANİYE,0-499 TL,0-99,HAYAT RESTORAN,Geleneksel Meyhane,"41,00219357","29,09238763","65,0456","64,0919",R3-C,https://maps.app.goo.gl/AwxFv48zaeX5Hun6A
956690,KADIKÖY,500-999 TL,100-199,BEYAZ KÖŞK MEYLİHANE,Yeni Nesil Meyhane,"40,9880377","29,0338043","65,0432","65,168",R3-C,https://maps.google.com/?cid=9249037239339040728
703659,ATAŞEHİR,1.000 -1.999 TL,100-199,SAHİL GURME,Geleneksel Meyhane,"40,97740384","29,14543301","65,0241","62,7439",R3-C,https://maps.app.goo.gl/xrV7mNXw3Buq4hbY8
919008,KADIKÖY,0-499 TL,0-99,BLACK HOUSE PUB,Modern Pub & Bistro,"40,98015500","29,02151500","65,0138","54,4168",D4-C,https://maps.app.goo.gl/4X8o3jodAPqJJfq28
938489,ATAŞEHİR,500-999 TL,200-399,DOCTOR,Gece Kulübü,"40,99119748","29,10540980","64,9974","90,8764",D1-C,https://maps.app.goo.gl/owZNxzBvP6DGEi7s8
454322,ÜSKÜDAR,0-499 TL,0-99,KRİSTAL RESTAURANT,Geleneksel Meyhane,"41,02536204","29,03555484","64,9861","64,9872",R3-C,https://maps.app.goo.gl/UGTDfj8wCW6gffiD6
434228,KADIKÖY,500-999 TL,100-199,ZİNCİR,Modern Pub & Bistro,"40,98718800","29,02698500","64,9833","53,4512",D4-C,https://maps.app.goo.gl/mMtwpHenEhDLd6cs7
872072,KADIKÖY,0-499 TL,100-199,6.45 KAYBEDENLER KULUBU,Modern Pub & Bistro,"40,96945920","29,08512730","64,9593","65,3671",D3-C,https://maps.app.goo.gl/62tp4xE8ixCTtveK7
715624,ATAŞEHİR,500-999 TL,,MİLANO RESTOURANT,Pavyon,"40,9784706","29,1344256","64,9392","64,8425",R3-C,"https://www.google.com/maps/place/Milano+Disco+%26+Bar/@40.9786083,29.1344148,3a,75y,129.99h,93.4t/data=!3m7!1e1!3m5!1sEpIrVuYtAG-sqnHtRaQjww!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DEpIrVuYtAG-sqnHtRaQjww%26cb_client%3Dsearch.gws-prod.gps%26w%3D86%26h%3D86%26yaw%3D174.54222%26pitch%3D0%26thumbfov%3D100!7i16384!8i8192!4m6!3m5!1s0x14cac608bc5f3f11:0x2b50ac4321e67646!8m2!3d40.9784706!4d29.1344256!16s%2Fg%2F11trdwqvcq?entry=ttu"
956522,KADIKÖY,0-499 TL,0-99,SALPA,Modern Pub & Bistro,"40,9890604","29,0274675","64,9063","53,5311",D4-C,https://maps.google.com/?cid=15394446152779233897
877719,KADIKÖY,500-999 TL,0-99,MUAF RESTAURANT,Modern Pub & Bistro,"40,98130700","29,02260100","64,8387","53,7858",D4-C,https://maps.app.goo.gl/xqTjcEmUCYtaNikT8
932907,ATAŞEHİR,0-499 TL,0-99,MEKAN  RESTAURAN,Geleneksel Birahane,"41,0047452","29,0947973","64,8364","65,0681",R3-C,https://maps.google.com/?cid=15117064862839977894
953406,KADIKÖY,0-499 TL,0-99,HAYALPEREST SOFRASI,Modern Pub & Bistro,"40,98987198","29,02775796","64,8216","53,6958",D4-C,https://maps.app.goo.gl/a7wNjykpwZHHvGKN7
1000029288,ÜMRANİYE,500-999 TL,100-199,ÇAVLAN KARMAN ET KEBAP REST.,Yeni Nesil Meyhane,"41,0069968","29,1177188","64,8155","74,8154",R2-C,https://maps.google.com/?cid=2857984104701157661
701636,KADIKÖY,500-999 TL,0-99,Çizgi Ali,Geleneksel Meyhane,"40,95342369","29,09490623","64,7407","52,1246",R4-C,https://maps.app.goo.gl/j1JazC1jgkjF9cgB6
718256,KADIKÖY,2.000+ TL,200-399,ANATOLİA CAFE BAR,Modern Pub & Bistro,"40,95386410","29,09398750","64,7347","75,6272",D2-C,https://maps.app.goo.gl/d8p2Kj7pdFnLHVdh8
848536,KADIKÖY,0-499 TL,0-99,BADE BİRAHANESİ,Geleneksel Birahane,"40,9931253","29,0259033","64,6816","65,4549",R3-C,https://maps.google.com/?cid=13725540742359939419
444009,ÜSKÜDAR,0-499 TL,100-199,ŞADIRVAN MEYHANE,Geleneksel Meyhane,"41,024382","29,013062","64,6279","65,1162",R3-C,https://maps.google.com/?cid=13285681746310371580
434118,KADIKÖY,,,POSH,Modern Pub & Bistro,"40,97620602","29,04132816","64,6125","87,8699",D0-B,https://maps.app.goo.gl/ZSeBS5PzhUUDogrV9
867900,ATAŞEHİR,0-499 TL,0-99,DERYA OCAKBAŞI,Kebap,"40,9810075","29,1126571","64,5675","52,171",R4-C,"https://www.google.com/maps/place/PALA+PUB/@40.9744121,29.08983,14.96z/data=!4m7!3m6!1s0x14cac63c2c4a611f:0xbc2af0cadf8a4796!8m2!3d40.9810075!4d29.1126571!15sCg9wYWxhIHJlc3RhdXJhbnRaESIPcGFsYSByZXN0YXVyYW50kgEDcHVi4AEA!16s%2Fg%2F11cs3jppg7?entry=tts"
432633,ÜSKÜDAR,0-499 TL,100-199,DENİZ EĞT.VE ÖĞR.KO,Askeri Birlik-Sosyal Tesis,"41,03938520","29,03503980","64,5636","76,343",R2-C,https://maps.app.goo.gl/4fLRbzTa2rA4YuPL6
940146,KADIKÖY,0-499 TL,0-99,NANE,Modern Pub & Bistro,"40,98260400","29,03944000","64,5356","52,3199",D4-C,https://maps.app.goo.gl/JQpkk1djtpZJgFgz5
940615,KADIKÖY,,,NİSAN BALIK,Balık,"40,9904609","29,025077","64,5213","63,9711",R0-B,https://maps.google.com/?cid=13281746880454519385
852973,ATAŞEHİR,0-499 TL,0-99,DİLARA OCAKBAŞI,Geleneksel Birahane,"40,974198","29,113532","64,5208","64,7498",R3-C,https://maps.google.com/?cid=2030396906313810956
1000020666,KADIKÖY,,,RONNIE CAFE,Modern Pub & Bistro,"40,98917994","29,02787671","64,4892","53,7898",D0-B,https://maps.app.goo.gl/Qu9WRqv6pJBnYkk78
875648,ATAŞEHİR,0-499 TL,100-199,ÇEŞME RESTAURANT ,Geleneksel Birahane,"41,0063557","29,0964016","64,4668","64,6966",R3-C,https://maps.google.com/?cid=4117326390895936323
1000027077,KADIKÖY,0-499 TL,0-99,FACES,Modern Pub & Bistro,"40,98861520","29,02366089","64,4625","52,4773",D4-C,https://maps.app.goo.gl/8C8KrR52e4oV95UA8
913918,KADIKÖY,0-499 TL,0-99,PASSENGER CAFE BİSTRO,Modern Pub & Bistro,"40,98711061","29,02605394","64,4568","52,1774",D4-C,https://maps.app.goo.gl/2uCvUwQc4dKfarWa9
892928,KADIKÖY,1.000 -1.999 TL,400+,NOAH,Modern Pub & Bistro,"40,98803272","29,02510182","64,3692","51,8012",D2-B,https://maps.app.goo.gl/9Jr5ZHab2ZEywcJt7
929035,KADIKÖY,0-499 TL,0-99,GRANGE CAFE,Modern Pub & Bistro,"40,98939660","29,02560338","64,347","53,3713",D4-C,https://maps.app.goo.gl/49nSpuG2NLzz5dLB7
935572,KADIKÖY,0-499 TL,100-199,OTANTİK PUB,Modern Pub & Bistro,"40,9884896","29,0279273","64,3121","51,9659",D4-C,https://maps.google.com/?cid=13945056874836541813
939630,KADIKÖY,0-499 TL,0-99,NATUREL PUB,Modern Pub & Bistro,"40,9894352","29,0259747","64,3116","51,2456",D4-C,https://maps.google.com/?cid=15822149935962616016
963683,ATAŞEHİR,,,1001 LOUNGE,Dünya Mutfağı,"40,9940623","29,1026588","64,25","63,2564",D0-B,https://maps.google.com/?cid=17805315193921460802
969800,KADIKÖY,0-499 TL,0-99,SARGIN KOKOREÇ,Modern Pub & Bistro,"40,99039","29,0252614","64,2444","52,6983",D4-C,https://maps.google.com/?cid=16320243363203047409
896131,KADIKÖY,0-499 TL,0-99,LOZAN KULÜBÜ DERNEĞİ,Askeri Birlik-Sosyal Tesis,"40,98015603","29,02319496","64,2405","45,7589",R5-C,https://maps.app.goo.gl/kJGiZjTjz9wJm69B8
718471,KADIKÖY,1.000 -1.999 TL,200-399,GÖZDE ADANA KEBAPÇISI,Kebap,"41,00828980","29,03626550","64,2384","75,4205",R2-C,https://maps.app.goo.gl/LCTauLJnupGoaJUY6
719069,KADIKÖY,1.000 -1.999 TL,200-399,TÜRKAN ÇAMLICA,Tekne-Event Hall-Catering,"41,01862500","29,06008580","64,2384","75,4205",D2-C,https://maps.app.goo.gl/Uj2pGhUjrbkDUPKA6
711185,KADIKÖY,500-999 TL,0-99,AFC TOSTA,Modern Pub & Bistro,"40,96673765","29,06783033","64,2256","45,5597",D5-C,https://maps.app.goo.gl/ELrriPEDfq34HmJq5
709642,ATAŞEHİR,1.000 -1.999 TL,0-99,NOTT,Modern Pub & Bistro,"40,99043332","29,14069623","64,2166","52,1217",D4-B,https://maps.app.goo.gl/v5hcadKwuVxk4bLm8
716860,ATAŞEHİR,500-999 TL,400+,OCTOBER FEST,Modern Pub & Bistro,"40,98158180","29,13249780","64,2133","75,7099",D2-C,https://maps.app.goo.gl/eHRE4s3ZFp2XjmUF8
717860,KADIKÖY,500-999 TL,100-199,THE CHAPEL,Modern Pub & Bistro,"40,99465570","29,02961160","64,2133","63,9349",D3-C,https://maps.app.goo.gl/8W7QxzNNHA8mGF4m8
718001,ATAŞEHİR,500-999 TL,0-99,KANOHA,Fine Dining (D.Mutf-Şar.Evi),"40,99857088","29,10021733","64,1548","63,7238",D3-C,https://maps.app.goo.gl/aEUBFJiy3ByLDeraA
718603,ATAŞEHİR,500-999 TL,0-99,LİBERTA,Modern Pub & Bistro,"40,97516342","29,15399395","64,1548","63,8746",D3-C,https://maps.app.goo.gl/uYj14T1NLp4sUmnD8
718717,KADIKÖY,500-999 TL,0-99,THE LAST DROP,Modern Pub & Bistro,"40,98910480","29,02394710","64,1548","63,7238",D3-C,https://maps.app.goo.gl/UbL7UF9p5VpdGkzf8
719070,ATAŞEHİR,500-999 TL,0-99,LOXXİ,Modern Pub & Bistro,"40,99404255","29,11101390","64,1548","63,8218",D3-C,https://maps.app.goo.gl/ibMK3osJYoULZLAz8
952377,ATAŞEHİR,0-499 TL,100-199,ROSEMARY CAFE,Modern Pub & Bistro,"40,97585649","29,15383905","64,1517","54,2723",D4-C,https://maps.app.goo.gl/1DRAdLMJkcF2y6o46
100000602,KADIKÖY,0-499 TL,0-99,THE AMBAR GOES,Modern Pub & Bistro,"40,9939804","29,1195685","64,1433","51,4576",D4-C,https://maps.google.com/?cid=102230285914537464
877151,ATAŞEHİR,0-499 TL,0-99,GALERON,Modern Pub & Bistro,"40,97813200","29,12062400","64,0977","45,8013",D5-C,https://maps.app.goo.gl/r56aH2enkVMUqY8D7
1000019205,KADIKÖY,0-499 TL,0-99,PABLIQUE 2,Modern Pub & Bistro,"40,98970000","29,02656600","64,0974","51,5702",D4-C,https://maps.app.goo.gl/TrVCGnPYQZvTKRXZ6
940338,ATAŞEHİR,0-499 TL,0-99,ESKİ HAL,Modern Pub & Bistro,"40,97549173","29,15382665","64,0818","51,9555",D4-C,https://maps.app.goo.gl/S5totJJ1nD1v4jYf7
946969,KADIKÖY,0-499 TL,0-99,TRAİN GAR,Modern Pub & Bistro,"40,95332038","29,09508727","64,0626","51,3077",D4-C,https://maps.app.goo.gl/R2U9WU75wAPthVom7
700854,KADIKÖY,0-499 TL,0-99,Koşuyolu Balık ,Balık,"41,00896100","29,03649300","64,0575","51,1587",R4-C,https://maps.app.goo.gl/SpPNMkK4GhBfjFay5
1000029739,ÜSKÜDAR,500-999 TL,0-99,OLCAY RESTURANT,Yeni Nesil Meyhane,"41,0327217","29,0245849","63,9857","64,2806",R3-C,https://maps.google.com/?cid=4269272102011204195
700699,ÜMRANİYE,0-499 TL,0-99,SİTE OCAKBAŞI,Kebap,"41,0211626","29,1190085","63,9787","64,4816",R3-C,https://maps.google.com/?cid=16840357942570956525
718384,KADIKÖY,0-499 TL,0-99,ESKİCİ BAR,Modern Pub & Bistro,"40,98953500","29,02758410","63,8936","63,7238",D3-C,https://maps.app.goo.gl/SrQM5a3eGUMCftQG9
951053,KADIKÖY,0-499 TL,0-99,BEYRUT PUB KADIKÖY,Modern Pub & Bistro,"40,98757351","29,02526069","63,7748","46,0139",D5-C,https://maps.app.goo.gl/Q5yUK29rq3XsRyCn6
710520,KADIKÖY,500-999 TL,0-99,GO BURGER,Modern Pub & Bistro,"40,98121330","29,08890670","63,7688","49,9898",D4-C,https://maps.app.goo.gl/ksAmQEjiffPCoN3L6
960402,KADIKÖY,0-499 TL,0-99,FENERBAHÇE GÖNÜLLÜLERİ DERNEĞİ,Askeri Birlik-Sosyal Tesis,"40,9869709","29,0351775","63,7175","45,9804",R5-C,https://maps.google.com/?cid=13756010229718353385
434237,KADIKÖY,500-999 TL,0-99,MYKONOS BALIK ,Balık,"40,9650693","29,0664413","63,7008","75,3451",R2-C,https://maps.google.com/?cid=47120581411532815
1000027524,ÜSKÜDAR,500-999 TL,100-199,DENTUR,Tekne-Event Hall-Catering,"41,02574880","28,98099890","63,6505","50,4751",D4-C,https://maps.app.goo.gl/9aiN8zb8e33ZgoXd9
879705,KADIKÖY,0-499 TL,0-99,BEYAZ KONAK RESTAURANT,Geleneksel Meyhane,"40,99329600","29,03964800","63,5575","50,2973",R4-C,https://maps.app.goo.gl/4QYd2vmWJfc3JCqq5
549739,ÜSKÜDAR,0-499 TL,0-99,ÇARKIFELEK BAĞLARBAŞI,Geleneksel Meyhane,"41,022934","29,036102","53,4816","63,9839",R3-D,https://maps.google.com/?cid=5006513489034027360
828655,ATAŞEHİR,500-999 TL,100-199,HIGH FLY,Pavyon,"40,97790376","29,14525263","52,6889","67,1801",R3-D,https://maps.app.goo.gl/YzGsSZ8iKnGfWwRQ7
1000023093,KADIKÖY,0-499 TL,100-199,GRANGE SAHNE,Gece Kulübü,"40,9883847","29,0281424","52,5871","63,8764",D3-D,https://maps.google.com/?cid=5181055760797530588
530442,KADIKÖY,500-999 TL,100-199,BUDHA BAR,Gece Kulübü,"40,986732","29,0265448","52,5629","53,9596",D4-D,https://maps.google.com/?cid=11340951629462639005
1000016538,KADIKÖY,500-999 TL,100-199,TURYOL KADIKÖY,Tekne-Event Hall-Catering,"40,99104300","29,01931450","52,5067","63,5416",D3-D,https://maps.app.goo.gl/BgUr7ELqv7eZJhgW6
937182,KADIKÖY,0-499 TL,0-99,ACIBADEM ESNAFLARI DERNEĞİ,Askeri Birlik-Sosyal Tesis,"40,99145321","29,02634410","52,5039","67,1042",R3-D,"https://www.google.com/maps/@40.9915159,29.0264271,3a,75y,305.73h,84.3t/data=!3m6!1e1!3m4!1sPWxSVFvKco6x3uPMBADrUA!2e0!7i16384!8i8192"
705374,KADIKÖY,,100-199,DURAK PUB,Geleneksel Birahane,"40,99328850","29,02546870","52,1445","66,8167",R3-D,https://maps.app.goo.gl/eXFiYwR6SQ7ohfpAA
836248,KADIKÖY,0-499 TL,0-99,SICAK CAFE BAR,Askeri Birlik-Sosyal Tesis,"40,98908600","29,02262900","52,1298","44,7248",R5-D,https://maps.app.goo.gl/GNmkdo7Gmwc5Jxky5
603639,ÜMRANİYE,,200-399,CİVAR OCAKBAŞI,Yeni Nesil Meyhane,"41,01419900","29,19114800","51,8487","65,1851",R3-D,https://maps.app.goo.gl/ZQEgMMSf491xiKy3A
432273,ÜMRANİYE,0-499 TL,100-199,KENT RESTORAN ,Geleneksel Meyhane,"41,0241886","29,107248","51,6592","65,4687",R3-D,https://maps.google.com/?cid=121991085635638468
703730,KADIKÖY,,0-99,BARABUT,Modern Pub & Bistro,"40,98068580","29,02371910","51,4863","44,5352",D5-D,https://maps.app.goo.gl/6tKzkTAh4pw4j3PD8
862149,ÜSKÜDAR,0-499 TL,0-99,ÇARKIFELEK UNCULAR,Geleneksel Birahane,"41,02495513","29,01357633","51,3774","65,1361",R3-D,https://maps.app.goo.gl/dLH5qiiXeCGbUMRa9
810415,ATAŞEHİR,0-499 TL,0-99,SİTE BİRAHANESİ,Geleneksel Meyhane,"40,980592","29,1122195","51,3593","50,7769",R4-D,https://maps.google.com/?cid=15803478242761059439
938605,ATAŞEHİR,0-499 TL,100-199,YENİYOL OCAKBAŞI,Geleneksel Birahane,"40,973517","29,114796","51,3334","65,468",R3-D,https://maps.google.com/?cid=14501530411679775319
715133,KADIKÖY,1.000 -1.999 TL,0-99,DENİZ RESTORAN ,Kebap,"40,99321970","29,02627930","51,1137","52,9905",R4-D,https://maps.app.goo.gl/9vhWa8FMgj6oWxbs5
436772,KADIKÖY,0-499 TL,100-199,ÇALI RESTAURANT,Geleneksel Birahane,"40,97474298","29,11325688","51,0896","65,6164",R3-D,https://maps.app.goo.gl/fdL2ipanUGzRLUY9A
432852,ATAŞEHİR,0-499 TL,100-199,HAN BAR RESTAURANT,Kebap,"41,00492000","29,09475600","50,775","46,1933",R5-D,https://maps.app.goo.gl/wXz5LRYb81g4FjqH9
658058,KADIKÖY,0-499 TL,0-99,ÇAYIR RESTAURANT,Askeri Birlik-Sosyal Tesis,"40,99446914","29,02545614","50,775","46,4557",R5-D,https://maps.app.goo.gl/bCXsceSXmgTyBg8L8
704855,ATAŞEHİR,0-499 TL,100-199,LVM DENİZCİLİK ,Tekne-Event Hall-Catering,"41,01558940","28,97745470","50,775","44,4186",D5-D,https://maps.app.goo.gl/GEU2evo2ZC2eBhEXA
1000016335,ATAŞEHİR,0-499 TL,0-99,EREN RESTAURANT,Kebap,"41,00188222","29,09190313","50,775","50,1198",R4-D,https://maps.app.goo.gl/7zoH7TFmBXFeGDT87
952379,ATAŞEHİR,0-499 TL,100-199,ÇUKUR BAR,Askeri Birlik-Sosyal Tesis,"40,97875401","29,11365216","50,6395","46,3828",R5-D,https://maps.app.goo.gl/F9yybG2ad4usaPcw9
1000022479,KADIKÖY,0-499 TL,0-99,PİVO BAR,Modern Pub & Bistro,"40,9909164","29,0306138","50,5488","49,3973",D4-D,https://maps.google.com/?cid=17670081852312235502
1000018705,ATAŞEHİR,500-999 TL,100-199,KİRVEM ATAŞEHİR SAHNE,Geleneksel Meyhane,"40,97849783","29,13468841","50,2887","54,9626",R4-D,https://maps.app.goo.gl/gucFtA3TPTFR844f7
943913,ÜMRANİYE,0-499 TL,200-399,LA CHİTARRA,Askeri Birlik-Sosyal Tesis,"41,0005912","29,1823558","50,1944","44,906",R5-D,https://maps.google.com/?cid=11832408346874613965
970370,KADIKÖY,500-999 TL,0-99,ASMALI CUMBA,Yeni Nesil Meyhane,"40,9797776","29,0445153","49,8798","47,2264",R5-D,https://maps.google.com/?cid=5233312395597535810
711482,ÜMRANİYE,1.000 -1.999 TL,100-199,LA PLAGE ,Modern Pub & Bistro,"40,95736900","29,08065220","90,9573","63,7262",D3-A,https://maps.app.goo.gl/AiGuXzpGUxENNuHc8
702578,KADIKÖY,0-499 TL,0-99,ARABECKS CAFE,Geleneksel Meyhane,"40,99065678","29,03074410","64,116","61,8642",R3-C,https://maps.app.goo.gl/ui5hDJkfpuJdfN659
709553,ATAŞEHİR,0-499 TL,100-199,COOKSHOP METROPOL,Modern Pub & Bistro,"40,9939439","29,1209969","80,3441","78,1165",D2-B,https://maps.google.com/?cid=8970904079910919770
438688,KADIKÖY,0-499 TL,100-199,İNCİR PUB,Modern Pub & Bistro,"40,9865361","29,0265045","65,5602","63,1007",D3-C,https://maps.google.com/?cid=88496457384855190
941916,KADIKÖY,0-499 TL,0-99,BOA KADIKÖY ,Gece Kulübü,"40,98986000","29,02616700","70,101","67,235",D3-B,https://maps.app.goo.gl/hRLFuXsh61iG3aJ58
702615,ATAŞEHİR,500-999 TL,400+,Happy Moons Bulvar216,Modern Pub & Bistro,"41,01429540","29,05632800","80,3504","88,0384",D2-B,https://maps.app.goo.gl/QMq7A2f9w5WVd8vWA
719629,ÜSKÜDAR,2.000+ TL,200-399,RİSEN FALL,Gece Kulübü,"41,1130628","29,0211062","91,0792","62,9006",D3-A,https://maps.google.com/?cid=6680391930476230109
703093,KADIKÖY,0-499 TL,0-99,KASEROL SOCAIL,Modern Pub & Bistro,"40,9955444","29,029013","64,744","50,5346",D4-C,https://maps.google.com/?cid=6454771401028966638
433370,KADIKÖY,0-499 TL,0-99,DALLAS BIRAHANESI,"Dg.Tra(Pav,Birah, A.Bir,Sos.T)","40,9955444","29,029013",,,R0-B,https://maps.google.com/?cid=6454771401028966638
702959,KADIKÖY,1.000 -1.999 TL,100-199,MACCA RESTAURANT,Balık,"40,96769740","29,10205460","66,8456","63,1942",R3-C,https://maps.app.goo.gl/zAzty569na9gZzJ99
701597,ÜSKÜDAR,500-999 TL,400+,NUM NUM CAPITOL,Modern Pub & Bistro,"41,02069995","29,03866835","71,7806","86,8284",D1-B,https://maps.app.goo.gl/eDD33YqNqEBnxBVy6
